,CenterControlScore,PieceActivityScore,KingSafetyScore,CastlingScore,KingTropismScore,KingDefendersScore,KingPawnShieldScore,KingZoneControlScore,KingDiagonalExposureScore,KingEscapeSquaresScore,CaptureRatio,PawnCenter,AveragePawnAdvanceDepth,CheckRatio,ForceRatio,PawnIsolateScore,PawnOverlapScore,PawnProtectScore,queen_1LifeRatio,rook_1LifeRatio,rook_2LifeRatio,bishop_1LifeRatio,bishop_2LifeRatio,knight_1LifeRatio,knight_2LifeRatio,pawn_1LifeRatio,pawn_2LifeRatio,pawn_3LifeRatio,pawn_4LifeRatio,pawn_5LifeRatio,pawn_6LifeRatio,pawn_7LifeRatio,pawn_8LifeRatio,queen_promo_1LifeRatio,queen_promo_2LifeRatio,queen_promo_3LifeRatio,queen_promo_4LifeRatio,queen_promo_5LifeRatio,queen_promo_6LifeRatio,queen_promo_7LifeRatio,queen_promo_8LifeRatio,Name,ELO
1,18.93139473846583,176.93663473217552,-61.24348394434024,-15.85158242115007,-11.750188442373402,3.997479025110822,-4.972513586983847,-34.241828320233054,-10.54166914530674,12.116818946596055,0.2172638777152051,0.4264215607401448,19.035398230088497,0.0593435237329042,0.0070683829444891,0.1082276402572184,-0.2567762789270483,1.8595253541115289,0.6891953602822873,0.8792410238657803,0.7764075175268728,0.6463322538531207,0.5866993015507902,0.5249413960696105,0.5651487799021604,0.8722847035154878,0.8756861473825465,0.8491205832551053,0.6966704717845158,0.4771241446279076,0.532765190235897,0.7630425919786638,0.8213168725121588,0.0529422265311405,0.0578211259944552,0.03125,,,,,,Alexander Donchenko,2919.0
375,18.15979575676524,165.78014286961636,-56.07300320613528,-14.652352109997683,-11.460062626711556,3.996296296296296,-4.7375971114836375,-31.256272658904333,-10.373519228378383,12.410504233044023,0.23460000000000006,0.4939,18.3,0.0497,0.006,0.1473344182058593,-0.35657503944485897,1.4171804418600065,0.6345736357675162,0.9347907529239766,0.7798316555479234,0.8132002216890717,0.7601514204098605,0.3172540434760155,0.5676576695688091,0.9455974264705883,0.7804855044464155,0.7985577123704644,0.7450693624683133,0.3867909250652636,0.5318356506653699,0.7113779182221519,0.9014982051994826,0.01517361111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Donchenko,2919.0
467,22.35405030628558,186.92871439482678,-60.08656827771873,-13.86351047269701,-11.442553616012981,4.0,-8.510932931024096,-32.50658568727906,-10.17234596399393,12.409360393288338,0.21790000000000004,0.5105999999999999,16.2,0.0383,0.0031,0.04703272271207055,-0.781602853668071,1.7103643735296958,0.7317033607769111,0.837254472312118,0.9504380543569461,0.6812917021689622,0.6901921397742231,0.6132746731016591,0.5219349996632129,0.866436023886205,0.8205381337109223,0.830585110402368,0.7072366478797638,0.6006666243721618,0.7960439515395592,0.860403436350273,0.9521077040593628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Grischuk,3134.0
466,18.973010792846253,169.83878141642245,-53.72786539964257,-14.357176436911377,-10.646719116559787,4.0,-6.6316522490559064,-28.01833558109626,-10.245381464298857,12.171399448279631,0.18109999999999998,0.4441,20.5,0.0524,0.011,0.31553039131130733,-0.23336406807229343,1.8045914310985194,0.669870500822997,0.771879598531135,0.7802902428100327,0.7658039658634538,0.621767387702487,0.5286969078209689,0.6903516314258653,0.9469414893617021,0.8001582282697728,0.7989488715800329,0.7078138225206372,0.7651434075501464,0.600516658361091,0.8967016476237788,0.9367774126810271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Grischuk,3134.0
465,21.04988913263965,196.65292885315395,-48.52995720529356,-13.9036141518252,-11.278690663582942,4.0,-5.107383775921829,-24.524976949487282,-9.798727149000161,12.08343548452385,0.2305,0.41929999999999995,19.1,0.0926,0.0089,0.12527635438196125,-0.49580122942191907,1.6595815541665033,0.7848877943904687,0.8986879859240482,0.7841725901651626,0.6940620173807923,0.5666154582751324,0.5559724694398467,0.4915846423801371,0.8965818807328363,0.9790215591944864,0.9494117647058824,0.7901632225338582,0.5071648345205493,0.4925372671403408,0.7895675707012211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Grischuk,3134.0
472,19.268369676822804,171.48579898082772,-53.695069194814906,-15.520430408094555,-11.042209694563837,4.0,-2.937561928908478,-31.01028158577666,-10.826554837517957,13.641969260046574,0.22970000000000002,0.41450000000000004,22.1,0.05610000000000002,0.0081,0.15613202088539552,-0.21209550940029956,1.4231768776772857,0.6556781786928714,0.8151449124072352,0.8429831978700646,0.648826345524829,0.5868535993101236,0.5297420265829611,0.5582339663139687,0.8395315604121472,0.8915861940277517,0.8269102368556313,0.5861344856120752,0.3858131645701559,0.5436250404775336,0.7613737849296137,0.6512249635123237,0.00470979709159904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Grischuk,3134.0
474,18.62583655526988,170.7511745357162,-47.88583430696956,-16.88114636317865,-9.764905646481512,4.0,-2.422843567251462,-25.123025338115454,-10.96539714738797,13.271483755445496,0.20270000000000002,0.4559,21.6,0.08399999999999999,0.0082,0.14944271253260638,-0.12401230667705673,1.6963672178273015,0.6119693490283791,0.9518987341772153,0.7699222532433204,0.5591000941965578,0.631921555473466,0.5038811406809941,0.5535078147707326,0.9425003253513795,0.9451327433628318,0.9224768518518518,0.6581465097506284,0.33143973746166305,0.6030335244640341,0.6661381206281056,0.8320606682958864,0.026250000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Grischuk,3134.0
468,20.959621672225417,174.78459491914737,-53.40002431391569,-14.59571517226826,-11.065064401842502,4.0,-4.42873476659468,-30.015100769757975,-10.113915892703947,12.818506689251677,0.203,0.4384,17.6,0.077,0.0077,0.11856059156859422,-0.19474736577120863,1.7445939861639885,0.5789847156359291,0.9387096774193548,0.9042464862547603,0.6020954766633754,0.7330509081304097,0.4887480473241907,0.6900774828373483,1.0,0.9324896263267528,0.8752310028726693,0.48857427341463,0.5389939161902852,0.720981469606415,0.7960390811027078,0.9391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Grischuk,3134.0
473,20.181628395361948,172.40182241552307,-63.165964443675776,-15.15102923392397,-13.052566642646386,3.9941724941724943,-8.522845721529931,-34.90113176297387,-10.97478303494751,15.442219458173403,0.21800000000000003,0.5083,22.3,0.055099999999999996,0.0154,0.057309569085884846,-0.3485273644484171,2.07301066806001,0.6039630577028158,0.8021587035809018,0.7942283678682482,0.5507465011610806,0.6099627167425073,0.4986507788270204,0.48664197630747913,0.8919958932687162,0.8628974100496279,0.7281359119366719,0.6817113259912602,0.6677940951530729,0.6018867318263771,0.6721703196232879,0.7788382954651217,0.0008771929824561399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Grischuk,3134.0
469,19.719762188405753,191.81901872444956,-59.629498308993824,-16.621642961681328,-10.803674511427321,3.993103448275862,-4.787715998408549,-31.76440417867233,-11.156583044298936,11.511418937218782,0.2097,0.4474,21.9,0.045899999999999996,0.0,0.3364503279610672,-0.140560488713803,1.6715448920278704,0.69498437907546,0.7483722367530448,0.8845987744382843,0.48551309318576286,0.5690055111324542,0.7869752712427098,0.5470670355588945,0.8487095277654302,0.9651909722222222,0.9134456612926758,0.43509821300412865,0.6290427736414803,0.6481867225160063,0.6733674511817564,0.86609299077763,0.01593644345763738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Grischuk,3134.0
470,19.92254395751477,178.683016743907,-54.36146499928791,-16.412495842124272,-10.821549640626719,4.0,-4.1755517373811015,-28.770802113909276,-10.725156751066454,12.544091085819911,0.2105,0.5530999999999999,19.0,0.0661,0.010900000000000002,0.1142105045364404,-0.20363823969457773,2.168801803454555,0.7498145236917132,0.886332989326359,0.83481898414326,0.7084373648123277,0.5789403851640392,0.5140877308192433,0.7065440258240853,0.8800716586569648,0.8926494795434612,0.8466569213732005,0.7520524916943521,0.5876270601263761,0.7068176460986378,0.696867087057664,0.7852800358144247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Grischuk,3134.0
471,20.05430169217469,182.77845348973443,-50.884264666809834,-15.509550694988622,-11.031679368502893,4.0,-5.75457078048877,-25.110927784769792,-10.408495621634254,12.930959583574506,0.2065,0.5281,21.0,0.04290000000000001,0.0036999999999999997,0.006765931973106617,-0.26222429004687065,2.1030886786254466,0.6950730193326146,0.9328358208955224,0.7207552610330858,0.6019182572396161,0.5580200001246017,0.6512185719101671,0.5684278494534274,0.9196031746031746,0.8677625863697841,0.8288035985691039,0.6106805067800173,0.6482209162738379,0.7301814423393681,0.8161279815695248,0.789599010682385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Grischuk,3134.0
2,20.430488562737384,185.07572461460003,-54.78289743275949,-14.99346234419484,-10.93843382533348,3.9984319228499454,-4.967902236675887,-30.09202269076517,-10.393361867336772,12.603853608696706,0.2143528963414634,0.4673574695121951,19.258384146341463,0.0571676829268292,0.0065701219512195,0.1139348426272457,-0.2821717645195038,1.6995169199602174,0.7179533554352576,0.8886110709776376,0.8144611480798378,0.6212048242733497,0.6079130143008893,0.6002215212787284,0.580790566190178,0.8996623408236641,0.8942441943097686,0.873555302351522,0.6868989996646944,0.5277875185350792,0.6056336607741395,0.7859745742637309,0.8457158522247576,0.0476857568582994,0.0512615068209174,0.0555555555555555,,,,,,Alexander Grischuk,3134.0
434,21.155363845468138,193.60540593612868,-48.254222172545916,-15.43009186087042,-10.039429358304886,4.0,-5.350060960544832,-23.754217195879818,-10.05740959460945,12.376986797663488,0.20139999999999997,0.48999999999999994,24.2,0.044899999999999995,0.0,0.2554921629964075,-0.07345628742669728,1.772183387259788,0.7606485173541332,0.9452636692394882,0.7188371713513453,0.6604685779691079,0.5557981552990116,0.6725329030742735,0.5897438808469617,0.9011022358087539,0.887881251696613,0.9128391461941201,0.7522908291848488,0.5431263651795517,0.3691455690341334,0.7222847553359888,0.7750965455618081,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Zubov,3018.0
3,20.56614132406484,189.6146443639903,-56.796603171128766,-14.74889777856372,-11.458702020158825,3.984938491947864,-5.011297866716551,-31.34075082625392,-10.202614456194476,11.980721284810851,0.2083471760797342,0.4814501661129569,19.659468438538205,0.0479501661129568,0.0048338870431893,0.1173071724737636,-0.3020950600098022,1.6772991450159749,0.7319651352661859,0.8907424401345371,0.8191849939991644,0.680932211352996,0.6385917374536096,0.5837546746617354,0.598867921122419,0.9060200107015765,0.8661190534457952,0.8622877347641065,0.7304144090339139,0.556345768008313,0.4608144019520313,0.7675849242150452,0.8389676787750925,0.0403813990636938,0.034578366445916,,,,,,,Alexander Zubov,3018.0
433,21.20263362160697,187.81715363146722,-59.29480006502657,-14.374473924292777,-11.827661600634869,4.0,-6.8798831879207025,-31.83287262876552,-10.251278159204935,11.871369435792234,0.2125,0.5112,20.6,0.07020000000000001,0.018099999999999998,0.10245134519050103,-0.3564611277881814,1.777886397512748,0.7389234906175695,0.9127831798459983,0.9002827380952383,0.6499235117723583,0.6606602344081123,0.5916672661308697,0.84285153019024,0.8941334598355472,0.8293596108698662,0.9107791656560756,0.7587213827838828,0.39110636696977574,0.8058952751754609,0.9016666666666666,0.8146834890255942,0.0026377688172043003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Zubov,3018.0
432,20.151857305056048,166.13708500517376,-53.26421366412188,-12.933010171005174,-10.777029728502322,3.6,-5.659335432286122,-29.326632406082446,-9.317970023639669,11.149764097393852,0.1905,0.3905,19.4,0.040999999999999995,0.0015,0.1494483764997097,-0.3831306886035895,1.542179253791775,0.6864394739211488,0.7852075695915872,0.8763231049995757,0.9117050744431193,0.6792218140867523,0.5445519830856447,0.6649168295835941,0.7958494576551451,0.8429548630963726,0.8526846980454085,0.7446645021645021,0.5370644938305519,0.5336290294438515,0.7255210334526546,0.881280643339759,0.0018181818181818102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Zubov,3018.0
431,22.668331370729025,200.9350040301947,-64.63181839792425,-15.624572601119914,-11.405514868805229,4.0,-4.485450037662484,-38.91201607865018,-10.767409674685286,12.56314486299886,0.19859999999999997,0.5298999999999999,20.7,0.0344,0.0019,0.2236443266468458,-0.23554996309669832,1.5179584657038985,0.844796631846948,0.9169115828720349,0.7467978688691479,0.6051362435574572,0.5488400588651255,0.6130090581522697,0.5894496825935207,0.9076384694780772,0.8783590905113516,0.9183810844672298,0.7400732892896948,0.4010071225193279,0.31532079827013143,0.7712916985135047,0.9122169741130616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Zubov,3018.0
