CenterControlScore,PieceActivityScore,KingSafetyScore,CastlingScore,KingTropismScore,KingDefendersScore,KingPawnShieldScore,KingZoneControlScore,KingDiagonalExposureScore,KingEscapeSquaresScore,CaptureRatio,PawnCenter,AveragePawnAdvanceDepth,CheckRatio,ForceRatio,PawnIsolateScore,PawnOverlapScore,PawnProtectScore,queen_1LifeRatio,rook_1LifeRatio,rook_2LifeRatio,bishop_1LifeRatio,bishop_2LifeRatio,knight_1LifeRatio,knight_2LifeRatio,pawn_1LifeRatio,pawn_2LifeRatio,pawn_3LifeRatio,pawn_4LifeRatio,pawn_5LifeRatio,pawn_6LifeRatio,pawn_7LifeRatio,pawn_8LifeRatio,queen_promo_1LifeRatio,queen_promo_2LifeRatio,queen_promo_3LifeRatio,queen_promo_4LifeRatio,queen_promo_5LifeRatio,queen_promo_6LifeRatio,queen_promo_7LifeRatio,queen_promo_8LifeRatio,Name,ELO
19.088649401760787,181.04884180507952,-63.11288565974045,-14.650555173616889,-12.029563726186169,3.997822140921065,-6.119282383359386,-35.91199427915387,-10.559870156797237,12.160557918452032,0.2160306748466257,0.3587453987730061,18.8680981595092,0.0698098159509202,0.0116595092024539,0.0665290872952823,-0.2287527250774957,1.1229237112549906,0.7009875757286537,0.8404769677258924,0.8213339623744631,0.6203153356071255,0.5993670303092191,0.506496744094242,0.5663549685250262,0.8649037519451308,0.8607999471823052,0.7526377985770966,0.5050719245193754,0.3702911027206727,0.6540286822292912,0.8299835511423189,0.8562364295015873,0.1189072376139905,0.032,0.008,,,,,,Aaron Jacobson,3062.0
20.12815672688444,181.88661949286737,-58.95876944692295,-13.972055602170204,-12.53502654154486,3.996153846153846,-7.26742479532696,-30.781019062099283,-9.744510721004776,11.345113429069286,0.19249999999999998,0.41740000000000005,13.2,0.0418,0.0017000000000000001,-0.047464042500120575,-0.2699942999306327,1.5791637257628344,0.70609855456703,0.8911015813454839,0.8967050318102949,0.6634301904597081,0.638189378309226,0.6027602578377327,0.7196740355675245,0.778556530314308,0.8682668256005869,0.772583042973287,0.662343134873906,0.4770681979433765,0.9302050294592015,0.9403802376485302,0.902471544715447,0.006722689075630251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron Jacobson,3062.0
19.95442239792314,182.00486593459698,-68.65799143337206,-15.42053238592087,-12.168672023648007,3.9977272727272726,-7.520709960963965,-39.36344883866128,-10.710232103579063,12.527876606673848,0.21589999999999998,0.36049999999999993,21.4,0.06770000000000001,0.0117,0.1482098519941411,-0.12970523055582042,1.2274031740425313,0.709875789375358,0.5955548316734698,0.811046684933077,0.48398064667883095,0.6087568834058266,0.4505910283397042,0.5055500308690918,0.8630576441102757,0.735972321017693,0.6872187203995119,0.41946892545765413,0.35975348344329106,0.77371985605154,0.889054182638719,0.805005829352978,0.00794612794612794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron Jacobson,3062.0
16.922419376127074,166.7303927380556,-69.11003363090468,-15.939949737093357,-12.72071771505494,3.997674418604651,-4.805899142944972,-40.591120204345984,-11.172696915620218,12.122675665550117,0.21949999999999997,0.4096,22.9,0.092,0.0062,0.09524718399686191,-0.3065763604005574,1.1083098633013133,0.5846948921044482,0.809085217108473,0.9471153846153847,0.6810009211545136,0.5999223451101197,0.4623117852270643,0.5192848470166924,0.794543550980721,0.8079582845351625,0.5287578110617732,0.5812281124484245,0.3412191152548796,0.6184100019642258,0.7268362260224903,0.7772227794887417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron Jacobson,3062.0
19.482827225074058,183.11963839115737,-74.19816357729778,-16.171437658779432,-14.270506119893488,3.993622200584226,-4.52253496636408,-43.33325775651725,-10.978071994053007,11.08402271772525,0.21610000000000001,0.3702,18.3,0.0751,0.0156,0.0702978771016746,-0.11958191261988729,1.269990141509129,0.7099585169175905,0.9571428571428571,0.7420429615241585,0.5512427931096644,0.5941688602148363,0.5774100015867718,0.4730326227524516,0.6792198305087827,0.7497969119379922,0.7568115449777416,0.5086352330604017,0.44200690964078937,0.7422680906601183,0.788571185299436,0.7421233734600454,0.0012658227848101199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron Jacobson,3062.0
19.331536886125175,173.11540308267354,-59.18494820949824,-16.186563458189166,-11.999585688025801,3.997674418604651,-5.342345375198802,-31.651686917546698,-10.708987154549868,12.706545965407454,0.20389999999999997,0.5634,20.8,0.07110000000000001,0.015200000000000002,-0.003892955288355282,-0.22645625799025276,1.3197602649789018,0.6623644753730884,0.8289698386597613,0.8571379687325825,0.5880292466072664,0.7592817926407995,0.39634267228712106,0.549835003953792,0.7918326018700705,0.8074362912459485,0.7081531417839904,0.6878033942584896,0.5360174295474539,0.6980049012143227,0.8247281445258225,0.8158179660934867,0.00111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron Jacobson,3062.0
19.516462795924,200.3723553202217,-71.85700665280694,-12.80678289126565,-12.681060235330348,4.0,-8.011116057560022,-43.715452321163525,-9.952801983017501,11.31020683553011,0.22489999999999996,0.43069999999999997,17.7,0.06590000000000001,0.0098,0.044496741199327415,-0.30792507408886716,0.9532958882527851,0.7532142358095754,0.8542584427396394,0.9417461371318204,0.487147388544265,0.5940205408472274,0.6149704091089894,0.45837284534098705,0.8877044357328604,0.8850064579354113,0.7470437679749897,0.5922085632071681,0.41252240419961994,0.7325085138812281,0.9039686869044667,0.8774395718084425,0.017375478927203057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron Jacobson,3062.0
16.922591730755887,166.71115048825223,-68.74221245296005,-14.847382455653456,-11.554361241357968,4.0,-8.875906940315634,-40.442555380915024,-10.770751042061388,13.748744607343443,0.21400000000000002,0.3961,19.1,0.055400000000000005,0.0132,0.053385074371961196,-0.41415225570932224,1.1004280501755002,0.6489026930923484,0.8679169617284229,0.796831593666126,0.47876168579267775,0.5753071373144264,0.45499563526135434,0.6931094261634466,0.8253022353405102,0.8339556327005738,0.8834660714414054,0.4874208355903901,0.18522115768233463,0.46039356948470245,0.8571066262691879,0.9345381857041495,0.00071942446043165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron Jacobson,3062.0
17.465991420154918,155.72016565868677,-72.64073130381612,-15.907566752295278,-14.202516805027813,3.995918367346939,-8.200267680213546,-40.556070570081175,-10.962964526807129,13.192736663261886,0.20049999999999998,0.44770000000000004,22.8,0.067,0.0082,0.24062233163756094,-0.4472779272125854,1.2697520969221956,0.5789561390235864,0.7927032193522541,0.6730022500257209,0.38580676488591037,0.6261385987950199,0.5290910110023179,0.6078185811943809,0.7369808532151017,0.7808826451320489,0.7208937579878851,0.6227835831921287,0.42845584489094257,0.6267730184152619,0.775223388535742,0.7734322908820024,0.00618556701030927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron Jacobson,3062.0
18.22079495457842,184.414876505882,-76.85409456442235,-16.482026501241645,-11.99975088647516,4.0,-4.8627285368262765,-48.19770552734082,-11.372419686678494,12.060536574140022,0.20750000000000002,0.4241,22.8,0.0789,0.010499999999999999,0.06432718905571579,-0.3915925623334634,1.3394953086873111,0.77201215638157,0.9090221774193548,0.8489191183277136,0.3522798721153154,0.5745091948872842,0.38509354076554775,0.48909231832525235,0.8438493819348765,0.8692130924091159,0.7081794584703525,0.5656846014510735,0.43968565786059555,0.6786999432832596,0.8047725489025856,0.8989990948335886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron Jacobson,3062.0
